id,main_category,sub_category,detail_category,question,answer,is_template,usage,note,issue,createdAt,updatedAt,search_vector
153,送迎関連,時間,来場時間,来場時間はどのように設定すればよいですか？,羽田空港出発時間の1時間前までにご来場ください。ただし最終来場受付は21時30分までです。,f,◯,搭乗手続きに間に合わない可能性があるため、時間厳守でお願いします,適切な来場時間の確保,2025-03-13 11:40:16.119,2025-03-13 11:40:16.119,'ただし最終来場受付は21時30分までです':2A '搭乗手続きに間に合わない可能性があるため':7 '時間':4B '時間厳守でお願いします':8 '来場時間':5B '来場時間はどのように設定すればよいですか':6C '羽田空港出発時間の1時間前までにご来場ください':1A '送迎関連':3B
154,送迎関連,時間,所要時間,送迎の所要時間はどのくらいですか？,当駐車場から空港まで5〜10分程度です。出発搭乗時間の1時間前までにご来場ください。,f,◯,搭乗手続きに間に合うよう時間厳守でお願いします,適切な来場時間の案内,2025-03-13 11:40:16.123,2025-03-13 11:40:16.123,'10分程度です':2A '出発搭乗時間の1時間前までにご来場ください':3A '当駐車場から空港まで5':1A '所要時間':6B '搭乗手続きに間に合うよう時間厳守でお願いします':8 '時間':5B '送迎の所要時間はどのくらいですか':7C '送迎関連':4B
155,送迎関連,制限事項,大きな荷物,大きな荷物がある場合の送迎は可能ですか？,スーツケースやゴルフバッグなど、大きな荷物をお持ちの場合は、必ず予約時の備考欄にご記入ください。・ゴルフバッグは1台につき2つまで・スキー板やボード類は運搬不可,f,△,荷物制限を超える場合は対応できません,大きな荷物の制限事項の明確化,2025-03-13 11:40:16.126,2025-03-13 11:40:16.126,'ゴルフバッグは1台につき2つまで':4A 'スキー板やボード類は運搬不可':5A 'スーツケースやゴルフバッグなど':1A '制限事項':7B '大きな荷物':8B '大きな荷物がある場合の送迎は可能ですか':9C '大きな荷物をお持ちの場合は':2A '必ず予約時の備考欄にご記入ください':3A '荷物制限を超える場合は対応できません':10 '送迎関連':6B
156,送迎関連,時間,遅延対応,到着便が遅延した場合の対応は？,事前申告が必要です。24:00以降の到着便は2000円の追加料金で24:30までお迎え対応が可能です。到着後お電話をいただければ指定の乗り場までお迎えに参ります。（24:30以降の到着は翌朝５時～のお迎えとなります。）,f,△,24:30以降は対応不可,遅延時の対応案内,2025-03-13 11:40:16.129,2025-03-13 11:40:16.129,"'00以降の到着便は2000円の追加料金で24':3A '24':2A,6A,13 '30までお迎え対応が可能です':4A '30以降の到着は翌朝５時':7A '30以降は対応不可':14 'のお迎えとなります':8A '事前申告が必要です':1A '到着便が遅延した場合の対応は':12C '到着後お電話をいただければ指定の乗り場までお迎えに参ります':5A '時間':10B '送迎関連':9B '遅延対応':11B"
157,送迎関連,制限事項,ペット,ペットの送迎は可能ですか？,申し訳ございませんが、ペットの送迎は承っておりません。,f,✖️,送迎車両でのペット移動は不可,ペット送迎不可の明確な案内,2025-03-13 11:40:16.132,2025-03-13 11:40:16.132,'ペット':5B 'ペットの送迎は可能ですか':6C 'ペットの送迎は承っておりません':2A '制限事項':4B '申し訳ございませんが':1A '送迎車両でのペット移動は不可':7 '送迎関連':3B
158,送迎関連,特別対応,車椅子,車椅子やベビーカーの送迎は可能ですか？,車椅子やベビーカーをご利用の場合は、必ず予約時の備考欄にご記入ください。,f,◯,事前申告が必要です,配慮が必要なお客様への対応案内,2025-03-13 11:40:16.134,2025-03-13 11:40:16.134,'事前申告が必要です':7 '必ず予約時の備考欄にご記入ください':2A '特別対応':4B '車椅子':5B '車椅子やベビーカーの送迎は可能ですか':6C '車椅子やベビーカーをご利用の場合は':1A '送迎関連':3B
159,送迎関連,案内,乗り場,送迎時の乗り場はどこですか？,往路は当駐車場から空港までご案内いたします。帰りは到着後、お手荷物を受け取られましたら、お電話をいただければ指定の乗り場までお迎えに参ります。,f,◯,電話連絡時に乗り場をご案内,送迎の流れの案内,2025-03-13 11:40:16.135,2025-03-13 11:40:16.135,'お手荷物を受け取られましたら':3A 'お電話をいただければ指定の乗り場までお迎えに参ります':4A '乗り場':7B '帰りは到着後':2A '往路は当駐車場から空港までご案内いたします':1A '案内':6B '送迎時の乗り場はどこですか':8C '送迎関連':5B '電話連絡時に乗り場をご案内':9
160,送迎関連,待ち時間,混雑,送迎時の待ち時間はありますか？,当駐車場は個別送迎ではないため、お客様の帰着が重なる場合や交通渋滞、道路工事などでお迎えまでお時間をいただくことがございます。お急ぎの場合は、タクシーでお戻りいただくことも可能です。,f,△,送迎車ご利用の場合は携帯電話を常時オンにしてください,送迎待ち時間の案内,2025-03-13 11:40:16.139,2025-03-13 11:40:16.139,'お客様の帰着が重なる場合や交通渋滞':2A 'お急ぎの場合は':4A 'タクシーでお戻りいただくことも可能です':5A '当駐車場は個別送迎ではないため':1A '待ち時間':7B '混雑':8B '送迎時の待ち時間はありますか':9C '送迎車ご利用の場合は携帯電話を常時オンにしてください':10 '送迎関連':6B '道路工事などでお迎えまでお時間をいただくことがございます':3A
161,送迎関連,配車管理,注意点,送迎車の配車で注意すべき点は？,1.来場時間の集中確認 2.大きな荷物の有無 3.車椅子等の特別対応 4.深夜便の有無 5.配車数の調整,f,△,配車効率と顧客満足度の両立,送迎車の効率的な運用,2025-03-13 11:40:16.143,2025-03-13 11:40:16.143,'1':1A '2':3A '3':5A '4':7A '5':9A '大きな荷物の有無':4A '来場時間の集中確認':2A '注意点':13B '深夜便の有無':8A '車椅子等の特別対応':6A '送迎車の配車で注意すべき点は':14C '送迎関連':11B '配車効率と顧客満足度の両立':15 '配車数の調整':10A '配車管理':12B
162,送迎関連,深夜対応,基準,深夜送迎の受付基準は？,1.24時までの到着便のみ対応 2.追加料金2000円必要 3.24:30までに送迎完了 4.事前連絡必須,f,△,時間超過は対応不可,深夜対応の明確化,2025-03-13 11:40:16.145,2025-03-13 11:40:16.145,'1.24':1A '2':3A '3.24':5A '30までに送迎完了':6A '4':7A '事前連絡必須':8A '基準':11B '時までの到着便のみ対応':2A '時間超過は対応不可':13 '深夜対応':10B '深夜送迎の受付基準は':12C '追加料金2000円必要':4A '送迎関連':9B
163,送迎関連,トラブル対応,手順,送迎トラブル発生時の対応手順は？,1.状況確認と記録 2.お客様への説明 3.代替手段の案内 4.上長への報告,f,△,お客様の安全確保優先,送迎トラブルの適切な対応,2025-03-13 11:40:16.148,2025-03-13 11:40:16.148,'1':1A '2':3A '3':5A '4':7A 'お客様の安全確保優先':13 'お客様への説明':4A 'トラブル対応':10B '上長への報告':8A '代替手段の案内':6A '手順':11B '状況確認と記録':2A '送迎トラブル発生時の対応手順は':12C '送迎関連':9B
164,送迎関連,特別対応,悪天候,悪天候時の送迎対応の判断基準は？,1.気象情報の確認 2.空港の運航状況確認 3.道路状況の確認 4.送迎頻度の調整 5.お客様への案内,f,△,安全を最優先した判断,悪天候時の安全確保,2025-03-13 11:40:16.15,2025-03-13 11:40:16.15,'1':1A '2':3A '3':5A '4':7A '5':9A 'お客様への案内':10A '安全を最優先した判断':15 '悪天候':13B '悪天候時の送迎対応の判断基準は':14C '気象情報の確認':2A '特別対応':12B '空港の運航状況確認':4A '送迎関連':11B '送迎頻度の調整':8A '道路状況の確認':6A
165,送迎関連,案内変更,待機場所,送迎車の待機場所変更時の対応は？,1.案内の変更 2.お客様への連絡 3.スタッフ間の情報共有 4.混乱防止の導線確保,f,◯,お客様の混乱防止,待機場所変更時の混乱防止,2025-03-13 11:40:16.152,2025-03-13 11:40:16.152,'1':1A '2':3A '3':5A '4':7A 'お客様の混乱防止':13 'お客様への連絡':4A 'スタッフ間の情報共有':6A '待機場所':11B '案内の変更':2A '案内変更':10B '混乱防止の導線確保':8A '送迎車の待機場所変更時の対応は':12C '送迎関連':9B
166,送迎関連,忘れ物対応,手順,送迎時の忘れ物対応手順は？,1.発見時の記録作成 2.お客様への連絡 3.保管場所の管理 4.お届けの場合は別途1000円が必要な旨を説明 5.お渡し方法の案内と料金の確認,f,◯,お届けは別途1000円必要,忘れ物の適切な管理と配達対応,2025-03-13 11:40:16.154,2025-03-13 11:40:16.154,'1':1A '2':3A '3':5A '4':7A '5':9A 'お客様への連絡':4A 'お届けの場合は別途1000円が必要な旨を説明':8A 'お届けは別途1000円必要':15 'お渡し方法の案内と料金の確認':10A '保管場所の管理':6A '忘れ物対応':12B '手順':13B '発見時の記録作成':2A '送迎時の忘れ物対応手順は':14C '送迎関連':11B
167,送迎関連,運行管理,スケジュール,送迎スケジュール調整の基準は？,1.時間帯別の予約状況確認 2.車両配備計画の作成 3.スタッフ配置の調整 4.余裕時間の確保,f,◯,効率的な配車の実現,送迎業務の最適化,2025-03-13 11:40:16.158,2025-03-13 11:40:16.158,'1':1A '2':3A '3':5A '4':7A 'スケジュール':11B 'スタッフ配置の調整':6A '余裕時間の確保':8A '効率的な配車の実現':13 '時間帯別の予約状況確認':2A '車両配備計画の作成':4A '送迎スケジュール調整の基準は':12C '送迎関連':9B '運行管理':10B
168,送迎関連,緊急対応,中止判断,緊急時の送迎中止判断基準は？,1.気象警報の確認 2.道路状況の確認 3.空港運営状況の確認 4.代替手段の案内,f,✖️,安全確保を最優先,緊急時の適切な判断,2025-03-13 11:40:16.16,2025-03-13 11:40:16.16,'1':1A '2':3A '3':5A '4':7A '中止判断':11B '代替手段の案内':8A '安全確保を最優先':13 '気象警報の確認':2A '空港運営状況の確認':6A '緊急対応':10B '緊急時の送迎中止判断基準は':12C '送迎関連':9B '道路状況の確認':4A
169,送迎関連,制限事項,定員,送迎車の乗車定員は何名ですか？,予約車1台につき往復とも5名様までとなっております。大きな荷物がある場合は要事前申告です。,f,◯,1台あたり5名様まで,送迎定員の明確化,2025-03-13 11:40:16.162,2025-03-13 11:40:16.162,'1台あたり5名様まで':7 '予約車1台につき往復とも5名様までとなっております':1A '制限事項':4B '大きな荷物がある場合は要事前申告です':2A '定員':5B '送迎車の乗車定員は何名ですか':6C '送迎関連':3B
170,送迎関連,制限事項,人数制限,送迎人数の制限について詳しく教えてください,送迎車が10人乗りのため、1台のご予約につきお子様（幼児）含む5名様までとさせていただいております。他のお客様とのトラブル回避のためご協力ください。,f,◯,幼児含む5名まで,送迎人数の明確化,2025-03-13 11:40:16.163,2025-03-13 11:40:16.163,'1台のご予約につきお子様':2A '人数制限':8B '他のお客様とのトラブル回避のためご協力ください':5A '制限事項':7B '含む5名様までとさせていただいております':4A '幼児':3A '幼児含む5名まで':10 '送迎人数の制限について詳しく教えてください':9C '送迎車が10人乗りのため':1A '送迎関連':6B
171,送迎関連,所要時間,目安,送迎の所要時間と来場時間の目安は？,送迎は基本的に相乗りです。当駐車場から空港まで5〜10分程度。飛行機出発時間の1時間前（国内線）、ツアー集合時間30分前までにご来場ください。,f,◯,出発時間から逆算して来場,適切な来場時間の案内,2025-03-13 11:40:16.165,2025-03-13 11:40:16.165,'10分程度':3A 'ツアー集合時間30分前までにご来場ください':6A '出発時間から逆算して来場':11 '国内線':5A '当駐車場から空港まで5':2A '所要時間':8B '目安':9B '送迎の所要時間と来場時間の目安は':10C '送迎は基本的に相乗りです':1A '送迎関連':7B '飛行機出発時間の1時間前':4A
172,送迎関連,案内方法,小冊子,帰りの送迎場所はどうやって確認できますか？,行きの送迎時に、連絡先と迎え場所など注意事項を記載した小冊子をお渡しします。,f,◯,小冊子で案内を確認,送迎場所の案内方法明確化,2025-03-13 11:40:16.167,2025-03-13 11:40:16.167,'小冊子':5B '小冊子で案内を確認':7 '帰りの送迎場所はどうやって確認できますか':6C '案内方法':4B '行きの送迎時に':1A '送迎関連':3B '連絡先と迎え場所など注意事項を記載した小冊子をお渡しします':2A
173,送迎関連,設備,荷物置場,送迎車は荷物をどこに置けますか？,送迎車はハイエースを使用しています。専用のトランクなどはございませんが、後部座席の後ろに荷物を置くスペースがございます。ご利用の際はスタッフへお声がけください。,f,◯,後部座席後ろに荷物置場あり,送迎車設備の説明,2025-03-13 11:40:16.169,2025-03-13 11:40:16.169,'ご利用の際はスタッフへお声がけください':4A '専用のトランクなどはございませんが':2A '後部座席の後ろに荷物を置くスペースがございます':3A '後部座席後ろに荷物置場あり':9 '荷物置場':7B '設備':6B '送迎車はハイエースを使用しています':1A '送迎車は荷物をどこに置けますか':8C '送迎関連':5B
174,料金関連,割引,プラン併用,割引プランは併用できますか？,すべての割引プランは併用不可です。各プランとも割引額は1日100円です。条件を満たすプランをいずれか1つお選びください。,f,◯,長期割引プランは繁忙期利用不可,割引プラン併用の問い合わせ防止,2025-03-13 11:40:16.174,2025-03-13 11:40:16.174,'すべての割引プランは併用不可です':1A 'プラン併用':6B '割引':5B '割引プランは併用できますか':7C '各プランとも割引額は1日100円です':2A '料金関連':4B '条件を満たすプランをいずれか1つお選びください':3A '長期割引プランは繁忙期利用不可':8
175,料金関連,支払時期,精算時,追加料金（深夜料金など）はいつ支払いますか？,追加料金は精算時にお支払いください。24:00以降の到着便の場合は2000円の深夜料金が発生いたします。,f,◯,精算は現金のみ,追加料金の支払い案内,2025-03-13 11:40:16.177,2025-03-13 11:40:16.177,'00以降の到着便の場合は2000円の深夜料金が発生いたします':3A '24':2A 'はいつ支払いますか':9C '支払時期':5B '料金関連':4B '深夜料金など':8C '精算は現金のみ':10 '精算時':6B '追加料金':7C '追加料金は精算時にお支払いください':1A
176,料金関連,領収書,発行,領収書は発行できますか？,はい、領収書を発行いたします。宛名等のご指定がある場合は、予約時に備考欄へご記入ください。飛行機の遅延による深夜料金（2000円）の場合も領収書を発行いたしますので、航空会社への払い戻し申請にご利用ください。,f,◯,遅延時の領収書は航空会社への払い戻し申請が可能,領収書発行の案内・遅延時の費用返還対応,2025-03-13 11:40:16.179,2025-03-13 11:40:16.179,'2000円':6A 'の場合も領収書を発行いたしますので':7A 'はい':1A '予約時に備考欄へご記入ください':4A '宛名等のご指定がある場合は':3A '料金関連':9B '発行':11B '航空会社への払い戻し申請にご利用ください':8A '遅延時の領収書は航空会社への払い戻し申請が可能':13 '領収書':10B '領収書は発行できますか':12C '領収書を発行いたします':2A '飛行機の遅延による深夜料金':5A
217,予約関連,キャンセル,,部分的なキャンセルはできますか？,複数日の予約に対する部分的なキャンセルはできません。全日程をキャンセルした後、必要な日程を再度ご予約ください。,f,,,,2025-03-13 15:40:38.432,2025-03-13 15:40:38.432,'キャンセル':5B '予約関連':4B '全日程をキャンセルした後':2A '必要な日程を再度ご予約ください':3A '複数日の予約に対する部分的なキャンセルはできません':1A '部分的なキャンセルはできますか':6C
177,料金関連,キャンセル料,当日,当日キャンセルの場合はどうなりますか？,当日キャンセルの場合、キャンセル料として料金の50%を申し受けます。振込先を別途メールにてご案内いたします。,f,△,キャンセル料は振込対応のみ,当日キャンセル時の案内,2025-03-13 11:40:16.181,2025-03-13 11:40:16.181,'を申し受けます':3A 'キャンセル料':6B 'キャンセル料として料金の50':2A 'キャンセル料は振込対応のみ':9 '当日':7B '当日キャンセルの場合':1A '当日キャンセルの場合はどうなりますか':8C '振込先を別途メールにてご案内いたします':4A '料金関連':5B
178,料金関連,支払方法,現金,支払い方法は何が使えますか？,お支払いは現金のみとなっております。,f,◯,カード利用不可,支払方法の案内,2025-03-13 11:40:16.183,2025-03-13 11:40:16.183,'お支払いは現金のみとなっております':1A 'カード利用不可':6 '支払い方法は何が使えますか':5C '支払方法':3B '料金関連':2B '現金':4B
179,料金関連,領収書,発行手順,領収書発行時の注意点は？,1.宛名の確認（個人/法人） 2.但し書きの確認 3.追加料金の明記 4.遅延による追加料金は別領収書,f,◯,航空会社への払戻対応考慮,領収書の適切な発行,2025-03-13 11:40:16.185,2025-03-13 11:40:16.185,'1':1A '2':5A '3':7A '4':9A '但し書きの確認':6A '個人':3A '宛名の確認':2A '料金関連':11B '法人':4A '発行手順':13B '航空会社への払戻対応考慮':15 '追加料金の明記':8A '遅延による追加料金は別領収書':10A '領収書':12B '領収書発行時の注意点は':14C
180,料金関連,追加料金,案内手順,追加料金発生時の案内方法は？,1.発生理由の説明 2.金額の明示 3.支払方法の案内 4.領収書対応の説明,f,◯,事前説明でトラブル防止,追加料金の適切な案内,2025-03-13 11:40:16.188,2025-03-13 11:40:16.188,'1':1A '2':3A '3':5A '4':7A '事前説明でトラブル防止':13 '支払方法の案内':6A '料金関連':9B '案内手順':11B '発生理由の説明':2A '追加料金':10B '追加料金発生時の案内方法は':12C '金額の明示':4A '領収書対応の説明':8A
181,料金関連,トラブル対応,精算時,精算時のトラブル対応手順は？,1.料金内訳の明示 2.追加料金の説明 3.領収書の確認 4.苦情時は上長対応,f,△,丁寧な説明を心がける,精算トラブルの防止,2025-03-13 11:40:16.192,2025-03-13 11:40:16.192,'1':1A '2':3A '3':5A '4':7A 'トラブル対応':10B '丁寧な説明を心がける':13 '料金内訳の明示':2A '料金関連':9B '精算時':11B '精算時のトラブル対応手順は':12C '苦情時は上長対応':8A '追加料金の説明':4A '領収書の確認':6A
182,料金関連,料金改定,対応手順,料金改定時の対応手順は？,1.改定情報の告知 2.予約済み案件の確認 3.システム料金の更新 4.スタッフへの周知,f,◯,混乱防止の事前対応,料金改定時の適切な対応,2025-03-13 11:40:16.194,2025-03-13 11:40:16.194,'1':1A '2':3A '3':5A '4':7A 'システム料金の更新':6A 'スタッフへの周知':8A '予約済み案件の確認':4A '対応手順':11B '改定情報の告知':2A '料金改定':10B '料金改定時の対応手順は':12C '料金関連':9B '混乱防止の事前対応':13
183,料金関連,団体予約,計算方法,団体予約の料金計算方法は？,1.車両台数の確認 2.割引プランの適用確認 3.追加オプションの集計 4.一括精算か個別精算かの確認,f,◯,正確な料金計算の実施,団体予約の適切な管理,2025-03-13 11:40:16.196,2025-03-13 11:40:16.196,'1':1A '2':3A '3':5A '4':7A '一括精算か個別精算かの確認':8A '割引プランの適用確認':4A '団体予約':10B '団体予約の料金計算方法は':12C '料金関連':9B '正確な料金計算の実施':13 '計算方法':11B '車両台数の確認':2A '追加オプションの集計':6A
184,料金関連,追加料金,忘れ物配達,忘れ物のお届けにかかる料金は？,ご送迎後のお忘れ物のお届けは、別途1000円を申し受けます。,f,◯,配達料金は現金でお支払いください,忘れ物配達料金の明確化,2025-03-13 11:40:16.198,2025-03-13 11:40:16.198,'ご送迎後のお忘れ物のお届けは':1A '別途1000円を申し受けます':2A '忘れ物のお届けにかかる料金は':6C '忘れ物配達':5B '料金関連':3B '追加料金':4B '配達料金は現金でお支払いください':7
185,料金関連,支払方法,現金,現金以外の支払い方法はありますか？,申し訳ございませんが、お支払いは現金のみとなっております。カード決済は利用できません。,f,✖️,現金のみ対応可能,支払方法の明確化,2025-03-13 11:40:16.2,2025-03-13 11:40:16.2,'お支払いは現金のみとなっております':2A 'カード決済は利用できません':3A '支払方法':5B '料金関連':4B '現金':6B '現金のみ対応可能':8 '現金以外の支払い方法はありますか':7C '申し訳ございませんが':1A
186,料金関連,支払方法,現金精算,支払方法と精算タイミングは？,お預かりした鍵の返却時に、現金にて精算となります。カード決済は利用できません。,f,◯,現金のみ対応可能,支払方法の明確化,2025-03-13 11:40:16.201,2025-03-13 11:40:16.201,'お預かりした鍵の返却時に':1A 'カード決済は利用できません':3A '支払方法':5B '支払方法と精算タイミングは':7C '料金関連':4B '現金にて精算となります':2A '現金のみ対応可能':8 '現金精算':6B
187,料金関連,変更料金,早帰り,帰着日変更時の料金はどうなりますか？,早帰りの場合は来場時に表示された金額をご請求。延泊の場合は1日毎の料金を追加請求（ピーク該当日はピーク料金加算）。,f,◯,事前表示金額基準,変更時の料金明確化,2025-03-13 11:40:16.205,2025-03-13 11:40:16.205,'ピーク該当日はピーク料金加算':3A '事前表示金額基準':8 '変更料金':5B '帰着日変更時の料金はどうなりますか':7C '延泊の場合は1日毎の料金を追加請求':2A '料金関連':4B '早帰り':6B '早帰りの場合は来場時に表示された金額をご請求':1A
188,記入情報,フライト情報,便未定,便が未定ですが予約できますか？,予約可能です。以下のいずれかを備考欄に必ずご記入ください：・ツアー利用（確定時期も記載）・見送り利用・お迎え利用,f,◯,確定後はメールまたは電話でご連絡ください,未定予約の正確な情報管理,2025-03-13 11:40:16.208,2025-03-13 11:40:16.208,'お迎え利用':6A 'ツアー利用':3A 'フライト情報':8B '予約可能です':1A '以下のいずれかを備考欄に必ずご記入ください':2A '便が未定ですが予約できますか':10C '便未定':9B '確定後はメールまたは電話でご連絡ください':11 '確定時期も記載':4A '見送り利用':5A '記入情報':7B
189,記入情報,備考欄,必須事項,備考欄には何を記入すべきですか？,以下の情報は必ず記入してください：［必須事項］・1日利用の場合：「日帰り」・フライト未定の場合：理由を記載・複数台利用の場合：「家族/友達/会社で複数台利用」・制限に関わる荷物の記載,f,◯,必要な情報の記入漏れにご注意ください,重要情報の確実な伝達,2025-03-13 11:40:16.21,2025-03-13 11:40:16.21,"'1日利用の場合':3A 'フライト未定の場合':5A '以下の情報は必ず記入してください':1A '会社で複数台利用':10A '備考欄':13B '備考欄には何を記入すべきですか':15C '制限に関わる荷物の記載':11A '友達':9A '家族':8A '必要な情報の記入漏れにご注意ください':16 '必須事項':2A,14B '日帰り':4A '理由を記載':6A '複数台利用の場合':7A '記入情報':12B"
190,記入情報,個人情報,入力形式,個人情報はどのように入力すればよいですか？,以下の形式で入力してください：・お名前：カタカナ（例：ヤマダ タロウ）※姓名の間に1文字スペース・携帯番号：利用中に連絡可能な番号・メール：受信制限のないアドレス,f,◯,予約確認や緊急連絡に使用します,確実な連絡手段の確保,2025-03-13 11:40:16.212,2025-03-13 11:40:16.212,'お名前':2A 'カタカナ':3A 'タロウ':6A 'メール':10A 'ヤマダ':5A '予約確認や緊急連絡に使用します':16 '以下の形式で入力してください':1A '例':4A '個人情報':13B '個人情報はどのように入力すればよいですか':15C '入力形式':14B '利用中に連絡可能な番号':9A '受信制限のないアドレス':11A '姓名の間に1文字スペース':7A '携帯番号':8A '記入情報':12B
191,記入情報,フライト情報,確認項目,フライト情報の確認で注意すべき点は？,以下を必ず確認：1.国内線であること 2.便名と時刻の整合性 3.未定の場合は理由記載 4.見送り/お迎えの場合はその旨記載,f,◯,国際線利用の見落とし防止,フライト情報の正確な把握,2025-03-13 11:40:16.214,2025-03-13 11:40:16.214,'1':2A '2':4A '3':6A '4':8A 'お迎えの場合はその旨記載':10A 'フライト情報':12B 'フライト情報の確認で注意すべき点は':14C '以下を必ず確認':1A '便名と時刻の整合性':5A '国内線であること':3A '国際線利用の見落とし防止':15 '未定の場合は理由記載':7A '確認項目':13B '見送り':9A '記入情報':11B
192,記入情報,データ管理,修正手順,予約データの修正方法は？,1.変更箇所の特定 2.変更内容の記録 3.お客様への確認連絡 4.システムへの反映,f,◯,変更履歴の保持必要,予約データの正確な管理,2025-03-13 11:40:16.216,2025-03-13 11:40:16.216,'1':1A '2':3A '3':5A '4':7A 'お客様への確認連絡':6A 'システムへの反映':8A 'データ管理':10B '予約データの修正方法は':12C '修正手順':11B '変更内容の記録':4A '変更履歴の保持必要':13 '変更箇所の特定':2A '記入情報':9B
193,記入情報,データ修正,入力ミス,予約情報の入力ミスを発見した場合は？,1.正確な情報の確認 2.お客様への確認連絡 3.システムデータの修正 4.関係者への共有,f,◯,二重確認の徹底,情報精度の維持,2025-03-13 11:40:16.218,2025-03-13 11:40:16.218,'1':1A '2':3A '3':5A '4':7A 'お客様への確認連絡':4A 'システムデータの修正':6A 'データ修正':10B '予約情報の入力ミスを発見した場合は':12C '二重確認の徹底':13 '入力ミス':11B '正確な情報の確認':2A '記入情報':9B '関係者への共有':8A
194,利用制限,利用範囲,国際線,国際線の利用は可能ですか？,当駐車場は国内線ご利用のお客様専用となっております。,f,✖️,国際線ターミナルまでの送迎も含めご利用いただけません,国際線利用の問い合わせ防止,2025-03-13 11:40:16.22,2025-03-13 11:40:16.22,'利用制限':2B '利用範囲':3B '国際線':4B '国際線の利用は可能ですか':5C '国際線ターミナルまでの送迎も含めご利用いただけません':6 '当駐車場は国内線ご利用のお客様専用となっております':1A
195,利用制限,保険対象,対象外車両,外車（BMW、ベンツ、アウディなど）で利用したいのですが？,外車は場内保険の対象外となるため、お預かりできかねます。,f,✖️,場内保険の対象外である事実を明記,外車利用の問い合わせ対応,2025-03-13 11:40:16.224,2025-03-13 11:40:16.224,'bmw':7C 'お預かりできかねます':2A 'で利用したいのですが':10C 'アウディなど':9C 'ベンツ':8C '保険対象':4B '利用制限':3B '場内保険の対象外である事実を明記':11 '外車':6C '外車は場内保険の対象外となるため':1A '対象外車両':5B
196,利用制限,判断基準,受入不可,受入不可の判断基準は？,以下のいずれかに該当する場合は受入不可：1.国際線利用 2.保険対象外車両 3.サイズ制限超過 4.繁忙期の制限該当,f,✖️,例外なく適用する基準です,受入可否の明確な判断,2025-03-13 11:40:16.226,2025-03-13 11:40:16.226,'1':2A '2':4A '3':6A '4':8A 'サイズ制限超過':7A '以下のいずれかに該当する場合は受入不可':1A '例外なく適用する基準です':14 '保険対象外車両':5A '判断基準':11B '利用制限':10B '受入不可':12B '受入不可の判断基準は':13C '国際線利用':3A '繁忙期の制限該当':9A
197,免責約款,引渡後,責任範囲,車両引渡し後の事故や損傷についての責任は？,当駐車場内においてお客様へ車両をお引渡し後は、原則として車両に関する一切の責任を負いかねます。,f,◯,引渡後の免責を明確化,引渡後の責任範囲明確化,2025-03-13 11:40:16.229,2025-03-13 11:40:16.229,'免責約款':3B '原則として車両に関する一切の責任を負いかねます':2A '引渡後':4B '引渡後の免責を明確化':7 '当駐車場内においてお客様へ車両をお引渡し後は':1A '責任範囲':5B '車両引渡し後の事故や損傷についての責任は':6C
198,免責約款,車両損傷,補償範囲,車両の傷についてはどのように対応しますか？,お預り時及びお引渡し時の相互未確認の車両の傷は免責です。目視で確認できる範囲を記録しますが、細かな擦り傷やチェック漏れ、明らかに対象物のない傷は補償対象外です。ただし、保管中の当パーキングの管理上による明確な不手際は補償対象となります。,f,◯,事前確認が重要,車両損傷の補償範囲明確化,2025-03-13 11:40:16.231,2025-03-13 11:40:16.231,'お預り時及びお引渡し時の相互未確認の車両の傷は免責です':1A 'ただし':5A '事前確認が重要':11 '保管中の当パーキングの管理上による明確な不手際は補償対象となります':6A '免責約款':7B '明らかに対象物のない傷は補償対象外です':4A '目視で確認できる範囲を記録しますが':2A '細かな擦り傷やチェック漏れ':3A '補償範囲':9B '車両の傷についてはどのように対応しますか':10C '車両損傷':8B
199,免責約款,機械不具合,免責,エンジンなど機械面での不具合は補償されますか？,お預り期間中の内燃機関及び補機類（ミッションやアクセル）の不具合については、車両の新旧に関わらず一切免責とさせていただきます。,f,✖️,機械不具合は補償対象外,機械不具合の免責明確化,2025-03-13 11:40:16.233,2025-03-13 11:40:16.233,'お預り期間中の内燃機関及び補機類':1A 'の不具合については':3A 'エンジンなど機械面での不具合は補償されますか':8C 'ミッションやアクセル':2A '免責':7B '免責約款':5B '機械不具合':6B '機械不具合は補償対象外':9 '車両の新旧に関わらず一切免責とさせていただきます':4A
200,免責約款,ガラス損傷,免責,ガラスの傷は補償されますか？,走行中の飛び石によるフロントガラスやサイドガラスの傷は、不可抗力による損傷のため免責とさせていただきます。,f,✖️,不可抗力による損傷は補償対象外,ガラス損傷の免責明確化,2025-03-13 11:40:16.234,2025-03-13 11:40:16.234,'ガラスの傷は補償されますか':6C 'ガラス損傷':4B '不可抗力による損傷のため免責とさせていただきます':2A '不可抗力による損傷は補償対象外':7 '免責':5B '免責約款':3B '走行中の飛び石によるフロントガラスやサイドガラスの傷は':1A
201,免責約款,タイヤ,パンク対応,タイヤのパンク時の対応は？,パンクが発生した場合、走行不能のため、お客様の了承なしに修理を行う場合があります。修理代金はお客様のご負担となります。,f,△,修理費用は利用者負担,パンク時の対応明確化,2025-03-13 11:40:16.236,2025-03-13 11:40:16.236,'お客様の了承なしに修理を行う場合があります':3A 'タイヤ':6B 'タイヤのパンク時の対応は':8C 'パンクが発生した場合':1A 'パンク対応':7B '修理代金はお客様のご負担となります':4A '修理費用は利用者負担':9 '免責約款':5B '走行不能のため':2A
